,Area,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
44,Croatia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183522.0,138500.0,193000.0,181000.0,202300.0,275852.0,176388.0,194200.0,223000.0,175600.0,220496.0,252981.0,264759.0,257106.0,335474.0,349374.0,426243.0,142991.0,268887.0,278884.0,173474.0,140934.0,156197.0,153373.0,104038.0,174469.0,177680.0,174271.0,177556.0
45,Cuba,105000.0,132832.0,172357.0,201000.0,230000.0,309000.0,325300.0,448500.0,466700.0,396300.0,292000.0,228900.0,277300.0,302400.0,330900.0,355600.0,418000.0,451000.0,464400.0,529500.0,607341.0,554187.0,528054.0,588600.0,585300.0,663000.0,654100.0,598700.0,661400.0,580000.0,365000.0,249500.0,172000.0,124100.0,244000.0,235000.0,239400.0,169300.0,155500.0,130400.0,205900.0,141521.91,55869.95,60219.51,74577.16,108114.32,95663.34,130792.69999999998,32860.52,125999.25,112710.93999999999,136277.89,143144.57,169427.03999999998,133786.1,99361.92,99610.66,74383.88,74383.88,74383.88
46,Cyprus,16876.0,19596.0,20391.0,11411.0,19061.0,18202.0,16386.0,30001.0,20623.0,27447.0,26429.0,30080.0,35285.0,12217.0,14671.0,16420.0,10693.0,15755.0,17113.0,14869.0,15874.0,19297.0,19900.0,17842.0,18153.0,19978.0,20669.0,21751.0,22889.0,22732.0,22144.0,28359.0,26213.0,26314.0,25575.0,25449.0,20339.0,20294.0,20183.0,14415.0,14707.0,15965.0,17722.0,14849.0,13404.0,12538.0,12060.0,9230.0,15768.0,16749.0,12701.0,16862.0,14660.0,12685.0,15544.0,16649.35,16488.11,16401.97,18098.37,16663.88
47,Czechia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306303.0,336700.0,347700.0,346700.0,314072.0,299884.0,268867.0,330723.0,394716.0,263742.0,295144.0,279818.0,287382.0,301864.0,320042.0,278198.0,281484.0,303927.0,318224.0,403039.0,403869.0,404854.0,478861.0,489191.0,455322.0,433112.0,411656.0,358256.0
48,Czechoslovakia,554149.0,574949.0,673312.0,820496.0,895627.0,927804.0,944755.0,1119461.0,1188499.0,1282351.0,1372681.0,1417346.0,1405702.0,1548786.0,1684031.0,1675000.0,1634000.0,1749000.0,1745000.0,1730000.0,1720000.0,1729000.0,1750400.0,1749410.0,1737238.0,1703000.0,1554300.0,1600000.0,1561200.0,1303500.0,425000.0,390100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Côte d'Ivoire,7063.0,6211.0,9116.0,11133.0,11792.0,12500.0,13869.0,11704.0,13845.0,20474.0,23670.0,30696.0,29833.0,30872.0,37700.0,37300.0,47800.0,41000.0,50266.0,53100.0,49100.0,39200.0,37700.0,41500.0,41500.0,30000.0,21900.0,27500.0,35000.0,37000.0,38700.0,37000.0,54000.0,65000.0,66000.0,70500.0,110000.0,90000.0,70600.0,67100.0,68700.0,86853.0,82167.0,76213.0,49785.0,63763.0,69571.0,52814.0,44392.0,93049.0,56268.0,78063.35,108983.98000000001,122922.26000000001,144575.03,154413.98,137420.08000000002,108057.16,181564.25,181564.25
50,Democratic People's Republic of Korea,110000.0,119000.0,128000.0,137000.0,163000.0,181000.0,193000.0,204000.0,226000.0,292000.0,318000.0,335000.0,321000.0,363000.0,375000.0,497000.0,567000.0,667000.0,677000.0,680000.0,730000.0,718000.0,738000.0,752000.0,765000.0,777000.0,787000.0,797000.0,797000.0,797000.0,797000.0,790000.0,790000.0,334000.0,95000.0,92000.0,92000.0,82000.0,104000.0,50000.0,27000.0,93874.37,72790.26,130597.22,110304.66,118161.69,81985.23999999999,83298.21,110678.79999999999,137393.61000000002,172892.01,126819.52,137530.08,114887.94,95625.17,133061.89,127268.77,182986.09,81231.4,31900.57
51,Democratic Republic of the Congo,270.0,907.0,1043.0,1530.0,1400.0,1900.0,2700.0,3400.0,4000.0,4700.0,4700.0,4287.0,6600.0,6700.0,10713.0,12684.0,8800.0,9000.0,7400.0,7900.0,7600.0,7451.0,9343.0,11500.0,6800.0,2420.0,6200.0,2800.0,7900.0,6200.0,8200.0,2300.0,4100.0,10404.0,9000.0,6000.0,0.0,2954.0,742.0,800.0,1965.0,0.0,1844.0,1395.0,454.0,3048.0,4253.0,6347.0,5413.0,7508.0,7073.0,5235.87,10262.49,20185.24,23597.45,17611.34,21173.77,14995.73,18944.72,28595.63
52,Denmark,428693.0,430507.0,446460.0,475247.0,493626.0,522708.0,526120.0,553231.0,579653.0,597691.0,632469.0,676697.0,736155.0,574193.0,639051.0,651549.0,691470.0,688096.0,697757.0,627274.0,617668.0,652656.0,694305.0,659327.0,633591.0,642094.0,605800.0,617000.0,650600.0,633200.0,580600.0,507000.0,483000.0,466000.0,438000.0,449000.0,437000.0,412000.0,375000.0,349000.0,308668.0,293318.0,313116.0,328516.0,319757.0,325250.0,328402.0,354718.0,250194.0,275297.0,282009.0,259000.0,280781.0,300512.0,321895.0,329836.08999999997,386280.23,321640.54000000004,325963.8,342935.98
53,Djibouti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Dominica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5200.0,5800.0,4500.0,1700.0,3000.0,3100.0,1813.0,2302.0,2500.0,2700.0,2900.0,3000.0,3000.0,4400.0,3400.0,5000.0,4600.0,4600.0,4400.0,3212.0,2739.0,3000.0,3000.0,3000.0,3000.0,3000.0,433.0,741.0,993.0,1039.0,671.0,1380.0,223.0,349.0,313.0,901.0,508.95,735.68,482.45000000000005,912.26,532.13,248.29,131.28,4554.0,353.41
55,Dominican Republic,13997.0,10998.0,8500.0,10000.0,12000.0,15869.0,17800.0,16500.0,30300.0,37881.0,52737.0,76062.0,75837.0,98076.0,73000.0,75800.0,50000.0,57078.0,71925.0,51600.0,58200.0,60500.0,42000.0,59400.0,61000.0,58000.0,72800.0,62902.0,79966.0,92291.0,94700.0,83900.0,78200.0,90700.0,94000.0,91900.0,108900.0,97800.0,93700.0,91695.0,97570.0,65907.0,42839.0,48522.0,47757.0,65983.0,77701.0,64319.0,64448.0,85605.0,75325.0,59571.0,63826.0,75786.62,117664.37,131537.84,132395.37,172381.62,172381.62,172381.62
56,Ecuador,10997.0,14717.0,18749.0,10497.0,15383.0,17494.0,49933.0,63272.0,41397.0,34098.0,18400.0,42387.0,52410.0,40867.0,32724.0,81384.0,85938.0,71367.0,79359.0,72579.0,70400.0,72052.0,73800.0,73086.0,72338.0,74477.0,63244.0,76801.0,74228.0,68021.0,82600.0,97800.0,94000.0,93000.0,101000.0,118000.0,162600.0,161711.0,175500.0,164400.0,349651.0,227966.0,203712.0,277785.0,195475.0,256205.0,237932.0,264652.0,224622.0,299057.0,318228.0,292420.11,281988.16000000003,333695.95999999996,272139.83999999997,337154.54000000004,382195.77,415077.1,376674.19,376674.19
57,Egypt,242279.0,238962.0,276118.0,304670.0,337618.0,287867.0,280750.0,321072.0,347867.0,372893.0,372400.0,418697.0,404481.0,428600.0,501192.0,497010.0,543247.0,581161.0,604200.0,663500.0,707910.0,790700.0,787100.0,796000.0,863500.0,1009200.0,1009100.0,1001300.0,940216.0,958946.0,963400.0,877442.0,988138.0,843236.0,1126400.0,1157500.0,1078743.0,1171128.0,1179500.0,1259731.0,1308348.0,1334000.0,1388100.0,1604900.0,1538000.0,1528000.0,1341400.0,1374500.0,1393200.0,1360000.0,1414000.0,1309800.0,1453500.0,1444100.0,1632000.0,1583000.0,1672000.0,1593100.0,1593100.0,1593100.0
58,El Salvador,20611.0,26394.0,45843.0,52056.0,34712.0,53155.0,45521.0,57500.0,54000.0,64987.0,80800.0,94500.0,109800.0,98600.0,93900.0,102196.0,105536.0,111530.0,74700.0,60352.0,88424.0,60129.0,82086.0,54859.0,84635.0,66375.0,92473.0,97217.0,77972.0,74796.0,77503.0,74969.0,74720.0,66000.0,69887.0,91800.0,94400.0,82800.0,78508.0,77779.0,73174.0,49432.0,53245.0,60168.0,91682.0,65699.0,96144.0,87355.0,79544.0,120706.0,129068.0,102030.79,102845.16,69003.25,81421.70999999999,67778.39,64277.18,82888.56,42820.729999999996,58375.94
59,Equatorial Guinea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,Eritrea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0,1300.0,1614.0,4993.0,6000.0,6500.0,10900.0,10900.0,5468.0,3505.0,828.0,3.0,1436.0,11.0,2338.0,0.0,1920.0,288.0,567.0,678.69,820.37,1006.1,1014.72,1923.24,1774.36,4691.81,4599.35,3490.23
61,Estonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112710.0,64950.0,41683.0,28000.0,22172.0,27805.0,32397.0,27290.0,35025.0,29709.0,27007.0,39049.0,43782.0,36071.0,42298.0,45470.0,59997.0,41398.0,44111.0,45228.0,50304.0,52543.0,55813.0,55804.0,55188.0,59708.0,60369.0,62289.0,65777.0
62,Eswatini,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,Ethiopia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75900.0,116100.0,134300.0,177549.0,131732.0,164062.0,167877.0,157480.0,134913.0,167624.0,62315.0,127464.0,139803.0,149111.0,225168.0,234026.0,246354.0,318203.0,316308.0,469378.11,282487.41,395507.3,441957.45999999996,535409.54,551170.33,585972.8,585972.8,586230.96
64,Ethiopia PDR,1200.0,1300.0,1400.0,1500.0,1600.0,2700.0,3500.0,4700.0,5000.0,5300.0,5340.0,11008.0,16919.0,19144.0,31200.0,27151.0,26112.0,29005.0,37300.0,43200.0,46000.0,35000.0,46600.0,33000.0,15000.0,46400.0,60400.0,69300.0,84000.0,77100.0,66100.0,88100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,Faroe Islands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,Fiji,1634.0,4114.0,4915.0,7638.0,6200.0,6115.0,5176.0,5841.0,5821.0,5947.0,7399.0,9900.0,8198.0,12310.0,11700.0,12600.0,11900.0,11900.0,17400.0,16400.0,18800.0,13800.0,10900.0,15700.0,13635.0,21700.0,21500.0,25200.0,23050.0,23000.0,14000.0,13100.0,14900.0,18000.0,18000.0,19000.0,19200.0,18400.0,14400.0,7500.0,10000.0,12152.0,3273.0,7699.0,6660.0,4271.0,4046.0,6950.0,3655.0,2698.0,5855.0,4773.16,5598.38,5842.38,8794.2,7595.469999999999,8616.66,6304.3099999999995,6153.129999999999,7504.79
67,Finland,241609.0,235925.0,285801.0,327168.0,348447.0,346837.0,369526.0,417606.0,466070.0,485875.0,506044.0,505085.0,566575.0,591797.0,516773.0,421779.0,438279.0,471853.0,489799.0,488976.0,458534.0,527207.0,522000.0,493287.0,498479.0,509114.0,521718.0,492668.0,515360.0,442650.0,339050.0,345040.0,340745.0,355105.0,340790.0,313000.0,314000.0,309000.0,310000.0,299000.0,297000.0,285403.0,280276.0,280154.0,271464.0,257556.0,240957.0,216735.0,173377.0,226691.0,193962.0,193962.0,194280.61,206893.56,200022.94,193521.79,200745.36,205594.0,213904.99,208132.11
68,France,2423100.0,2626421.0,2882108.0,3075194.0,3099262.0,3378137.0,3796545.0,4043881.0,4204473.0,4651451.0,4959929.0,5301366.0,5826983.0,4655900.0,4686300.0,5105400.0,5229800.0,5617500.0,5904500.0,5608700.0,5569600.0,5571000.0,5833000.0,5780000.0,5694700.0,5872200.0,5818300.0,5999700.0,6103400.0,5682800.0,5565000.0,4530000.0,4604000.0,4712200.0,4914200.0,5064000.0,4988800.0,4837000.0,4753400.0,4144800.0,4178000.0,3881600.0,4099800.0,3896000.0,3537000.0,3491426.0,3828000.0,2785000.0,2201030.0,2754950.0,2582160.0,2939447.0,3101304.0,3087784.0,3148788.0,2994568.0,3279730.0,3113465.0,2830161.0,3034522.0
69,French Guyana,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,French Polynesia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,150.0,300.0,458.0,541.0,900.0,883.0,716.0,719.0,999.0,1006.0,1800.0,1100.0,900.0,900.0,900.0,900.0,900.0,800.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1244.0,1200.0,955.0,1001.0,855.0,957.0,754.0,786.0,839.0,922.0,681.0,816.0,763.0,604.35,606.24,527.4200000000001,741.5799999999999,514.73,772.42,618.74,687.11,665.9100000000001
71,Gabon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,21.0,30.0,400.0,863.0,598.0,300.0,122.0,100.0,1528.0,400.0,2100.0,2700.0,2800.0,2160.0,2173.0,948.0,1200.0,1121.0,600.0,500.0,400.0,400.0,400.0,200.0,200.0,433.0,300.0,300.0,300.0,1813.0,1174.0,1660.0,2712.0,2749.0,2944.0,3418.0,3907.0,1027.0,1836.0,3278.66,3295.9,4250.66,8886.03,10344.3,19701.85,14633.119999999999,12909.75,6913.63
72,Gambia,0.0,0.0,0.0,38.0,364.0,552.0,457.0,304.0,220.0,293.0,400.0,850.0,917.0,1086.0,755.0,1650.0,1654.0,3188.0,3229.0,2025.0,1363.0,2490.0,2400.0,2100.0,3900.0,3800.0,2600.0,930.0,1977.0,600.0,900.0,800.0,800.0,800.0,944.0,805.0,1100.0,2500.0,1200.0,800.0,800.0,0.0,2821.0,2508.0,3171.0,3172.0,2720.0,1585.0,2715.0,3285.0,4624.0,1162.04,181.78000000000003,204.82,238.01000000000002,299.69,172.21,3536.3500000000004,1856.63,343.26
73,Georgia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72000.0,53900.0,31000.0,31000.0,32200.0,36500.0,34000.0,40000.0,42000.0,28000.0,26400.0,11524.0,14223.0,25045.0,21958.0,19140.0,18429.47,20932.0,18520.63,17558.39,21488.98,30515.16,25069.34,23704.45,25841.2,21247.010000000002,21394.23,21050.010000000002,55241.09
74,Germany,3275800.0,3555424.0,3703469.0,3952035.0,4195802.0,4107193.0,4211429.0,4264940.0,4561443.0,4763597.0,4900681.0,4856763.0,4935926.0,5088639.0,4932429.0,5209204.0,5050607.0,5108603.0,5309308.0,5169349.0,4856240.0,4753565.0,4587420.0,4741130.0,4822756.0,4834470.0,4809980.0,4874868.0,4590900.0,3350700.0,2968658.0,2843851.0,2672215.0,2906436.0,2820946.0,2818925.0,2856819.0,2938428.0,3033160.0,2742776.0,2613413.0,2594893.0,2598369.0,2559567.0,2485044.0,2306976.0,2635171.0,1904141.0,2166995.0,2506576.0,2273908.0,2354038.0,2416417.0,2583830.0,2396137.0,2319996.0,2096816.0,1952990.0,2039392.0,1904055.0
75,Ghana,718.0,1930.0,2100.0,1473.0,1134.0,1200.0,1319.0,1356.0,1188.0,3343.0,2885.0,4502.0,6642.0,9729.0,24500.0,20500.0,31200.0,19000.0,18500.0,12000.0,29000.0,27100.0,21400.0,8400.0,12500.0,7600.0,10886.0,12655.0,8480.0,13000.0,8000.0,10100.0,7568.0,7700.0,9700.0,17400.0,21316.0,15184.0,15406.0,11886.0,31027.0,15660.0,28621.0,52802.0,23995.0,84251.0,76368.0,65473.0,87306.0,86395.0,62448.0,163361.0,118718.0,73800.0,111600.0,100700.0,174600.0,127100.0,187100.0,270000.0
76,Greece,158724.0,198010.0,218551.0,246420.0,250668.0,261555.0,274967.0,315321.0,321662.0,336652.0,347620.0,362670.0,415355.0,426290.0,462749.0,491710.0,503800.0,579470.0,581000.0,526800.0,580307.0,590600.0,640200.0,650600.0,709900.0,674749.0,605400.0,648800.0,649500.0,696000.0,652100.0,628000.0,509000.0,527000.0,505000.0,560000.0,504000.0,472000.0,469000.0,456000.0,431000.0,418719.3,414011.2,411843.6,366092.2,344508.4,358632.7,302173.2,277010.18,323924.31,280801.51,277445.0,294253.0,273691.0,256770.0,268902.0,278471.0,288586.12,301175.69,319715.11
77,Grenada,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
78,Guadeloupe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Guatemala,15075.0,15258.0,19520.0,18778.0,14492.0,33250.0,25166.0,41247.0,32745.0,46312.0,24818.0,42771.0,50422.0,64607.0,55000.0,94533.0,103428.0,95314.0,100400.0,85500.0,89253.0,80921.0,68069.0,90200.0,95080.0,123000.0,125400.0,107300.0,129400.0,117000.0,143200.0,157900.0,172000.0,169000.0,186000.0,183000.0,209345.0,172600.0,196500.0,211600.0,204896.0,142201.0,177660.0,199914.0,198367.0,204882.0,195067.0,121907.0,160175.0,226238.0,252543.0,285068.0,285460.46,278237.34,293393.54,261318.03999999998,310172.28,308826.28,272151.14,368443.23
80,Guinea,1690.0,1700.0,1900.0,3100.0,3000.0,3500.0,3500.0,2500.0,2500.0,3000.0,2900.0,2800.0,1000.0,1828.0,1500.0,1300.0,800.0,1000.0,2200.0,280.0,817.0,846.0,0.0,197.0,360.0,652.0,900.0,631.0,816.0,1161.0,1938.0,506.0,1575.0,4000.0,5106.0,4249.0,1796.0,3284.0,3200.0,3200.0,3200.0,2400.0,1965.0,2627.0,2521.0,2430.0,3398.0,3698.0,1807.0,2705.0,10391.0,8795.5,8891.01,3171.57,2829.76,2349.0,26387.89,21257.77,21257.77,21257.77
81,Guinea-Bissau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Guyana,8655.0,8825.0,9630.0,7571.0,9353.0,8342.0,9547.0,8701.0,10809.0,10051.0,12128.0,14917.0,16060.0,16300.0,12747.0,10480.0,7827.0,12679.0,10851.0,5917.0,14187.0,10328.0,10411.0,14857.0,12333.0,21488.0,13300.0,14300.0,16300.0,12000.0,15600.0,12200.0,12000.0,11100.0,15000.0,13300.0,15674.0,14900.0,18934.0,12584.0,13000.0,14900.0,10375.0,20175.0,9281.0,13684.0,13715.0,23855.0,8507.0,16514.0,11694.0,18288.2,25857.48,22322.71,25617.46,18733.7,11740.77,26086.17,25481.02,22149.510000000002
83,Haiti,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Honduras,5606.0,6667.0,7550.0,7800.0,9500.0,11650.0,14600.0,18000.0,22500.0,24000.0,27500.0,23900.0,24000.0,18700.0,20000.0,25400.0,27900.0,23400.0,19500.0,28500.0,28400.0,24221.0,28193.0,36447.0,22820.0,25174.0,33862.0,39876.0,33470.0,14994.0,35601.0,40668.0,55000.0,29500.0,88900.0,82600.0,143739.0,139893.0,163800.0,180500.0,151500.0,44401.31,58695.399999999994,38421.1,63654.28,103364.1,94681.88,79011.84999999999,63341.8,87198.23,133857.6,109853.54999999999,126195.86,142538.16,134281.92,167273.06,187832.5,209110.46,160284.49,160284.49
85,Hungary,215219.0,274426.0,299615.0,342177.0,357439.0,387210.0,513605.0,628988.0,698580.0,837163.0,953619.0,1016640.0,1202193.0,1336238.0,1518272.0,1387948.0,1510885.0,1539382.0,1501862.0,1399125.0,1485410.0,1528266.0,1586371.0,1523861.0,1337972.0,1383348.0,1372552.0,1417537.0,1205800.0,679944.0,326129.0,189000.0,292600.0,313723.0,368145.0,454927.0,427088.0,370600.0,432600.0,417024.0,453751.0,437000.0,439000.0,453000.0,392000.0,456000.0,507000.0,443373.0,355256.0,370396.0,410002.0,438009.0,490119.0,487125.0,493574.0,597322.0,658733.0,652314.0,630220.0,654147.0
86,Iceland,12419.0,15820.0,17191.0,18310.0,19188.0,19298.0,21496.0,23810.0,22612.0,23348.0,26172.0,26385.0,28150.0,25857.0,28138.0,28643.0,29103.0,30690.0,30492.0,29181.0,30110.0,30600.0,29473.0,26641.0,25204.0,24933.0,23337.0,22142.0,22332.0,23163.0,22918.0,20024.0,23000.0,20098.0,19562.0,18892.0,19300.0,18700.0,21900.0,21200.0,18180.0,18802.0,15852.0,17792.0,17229.0,21649.0,24271.0,24985.0,15357.0,18290.0,19450.0,21390.0,20459.0,24450.0,17878.0,21965.0,17909.0,16490.0,14240.0,15742.0
87,India,338300.0,452200.0,543900.0,773200.0,784600.0,1100600.0,1539000.0,1760700.0,1982000.0,2256600.0,2656800.0,2767900.0,2838500.0,2573300.0,3493800.0,3416800.0,4295800.0,5131000.0,5272900.0,5532600.0,6084600.0,5865500.0,6635500.0,7999400.0,8665400.0,9617600.0,8342700.0,10765000.0,11314300.0,12018000.0,12728085.0,12154409.0,12385271.0,13563669.0,13876235.0,14338041.0,16187986.0,16797504.0,18056730.0,16702300.0,17344311.0,16095991.0,16807212.0,18406670.0,20347381.0,21642119.0,22571108.0,24228437.0,26445526.0,28110244.0,28373686.0,25536100.0,24482500.0,25581400.0,26752600.0,25949100.0,26590900.0,27375200.0,28969600.0,32535600.0
88,Indonesia,135990.0,149396.0,130000.0,96242.0,94498.0,145004.0,126700.0,271408.0,178007.0,240193.0,227114.0,450664.0,483700.0,499000.0,489100.0,492600.0,615400.0,763385.0,855723.0,1173025.0,1453685.0,1592963.0,1544802.0,1877900.0,1955000.0,2049400.0,2233600.0,2480900.0,2331600.0,2500800.0,2400100.0,2583000.0,2317000.0,2467000.0,2529200.0,2715900.0,2227600.0,2727700.0,2524500.0,2493500.0,2638308.0,2489222.0,2938147.0,3236411.0,3303912.0,3397346.0,3992059.0,4188796.0,4286696.0,4283793.0,4662837.0,5790356.609999999,5420295.42,5963612.77,6092499.970000001,5932582.4,6674699.17,6929245.39,5895970.2700000005,6527680.42
89,Iran (Islamic Republic of),13833.0,18019.0,24343.0,31221.0,37000.0,49000.0,75300.0,77800.0,87000.0,94975.0,177038.0,200488.0,328487.0,332494.0,335980.0,341460.0,408395.0,311935.0,472675.0,613225.0,685110.0,896770.0,1037965.0,925679.0,904658.0,910573.0,946332.0,1025997.0,1271800.0,1161000.0,1149000.0,1349960.0,901100.0,1004000.0,1017200.0,1079325.0,1207202.0,1268000.0,1330400.0,1393563.0,1325619.0,1408887.35,1513354.04,1611800.62,1711115.31,2117363.1100000003,1648513.6,1680402.53,1407057.95,1388930.03,734923.24,786635.66,834352.74,1075279.67,697295.7,698154.45,784408.0599999999,902796.8,987896.02,1072075.87
