Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Unit,Y1990,Y1990F,Y1991,Y1991F,Y1992,Y1992F,Y1993,Y1993F,Y1994,Y1994F,Y1995,Y1995F,Y1996,Y1996F,Y1997,Y1997F,Y1998,Y1998F,Y1999,Y1999F,Y2000,Y2000F,Y2001,Y2001F,Y2002,Y2002F,Y2003,Y2003F,Y2004,Y2004F,Y2005,Y2005F,Y2006,Y2006F,Y2007,Y2007F,Y2008,Y2008F,Y2009,Y2009F,Y2010,Y2010F,Y2011,Y2011F,Y2012,Y2012F,Y2013,Y2013F,Y2014,Y2014F,Y2015,Y2015F,Y2016,Y2016F,Y2017,Y2017F,Y2018,Y2018F,Y2019,Y2019F,Y2020,Y2020F
41,'156,"China, mainland",1353,Insecticides – Seed Treatments,5157,Agricultural Use,tonnes,648,I,657,I,694,I,730,I,834,I,909,I,934,I,7467,I,8517,I,9329,I,10886,I,1735,I,1318,I,900,I,842,I,1026,I,1097,I,1425,I,1379,I,1551,I,1628,I,5101,I,4844,I,6034,I,1669,I,1395,I,1406,I,1483,I,1528,I,1502,I,,
41,'156,"China, mainland",1341,Plant Growth Regulators,5157,Agricultural Use,tonnes,1589.21,A,1589.21,A,1659.61,A,1754.3,A,2032.15,A,2257.25,A,2368.97,A,2482.56,A,2557.73,A,2744.42,A,2657,A,2647.24,A,2723.03,A,2751.9,A,2878.15,A,3031.61,A,3191.93,A,3369.89,A,3472.68,A,3548.89,A,3651.06,A,3710.86,A,3750.53,A,3753.85,A,3744.71,A,3702.56,A,3614.3,A,3436.96,A,3122.36,A,2889.99,A,2889.99,A
41,'156,"China, mainland",1345,Rodenticides,5157,Agricultural Use,tonnes,6758,I,6838,I,7227,I,7737,I,8965,I,9807,I,10188,I,10228,I,10397,I,10968,I,10471,I,10635,I,11279,I,10375,I,9985,I,9575,I,12007,I,11822,I,6964,I,2292,I,2361,I,2456,I,2167,I,2196,I,2537,I,2754,I,2886,I,3336,I,4221,I,4782,I,,
41,'156,"China, mainland",1351,Disinfectants,5157,Agricultural Use,tonnes,12,I,12,I,12,I,14,I,18,I,1521,I,24,I,1160,I,806,I,1056,I,34,I,37,I,76,I,57,I,66,I,93,I,141,I,746,I,719,I,733,I,607,I,1352,I,1347,I,1227,I,1094,I,909,I,751,I,564,I,407,I,380,I,,
41,'156,"China, mainland",1355,Other Pesticides nes,5157,Agricultural Use,tonnes,6212.38,A,6212.38,A,6487.57,A,6857.73,A,7943.86,A,8823.8,A,9260.53,A,9704.56,A,9998.42,A,10728.19,A,10386.44,A,10348.29,A,10644.58,A,10757.41,A,11250.96,A,11850.85,A,12477.53,A,13173.2,A,13575.02,A,13872.94,A,14272.32,A,14506.11,A,14661.15,A,14674.14,A,14638.42,A,14473.64,A,14128.64,A,13435.4,A,12205.59,A,11297.23,A,11297.23,A
214,'158,"China, Taiwan Province of",1357,Pesticides (total),5157,Agricultural Use,tonnes,9954,E,9954,E,9954,E,9954,E,9954,E,9954,E,9954,E,9364,E,8931,E,11441,E,9007,E,8476,E,10547,E,10143,E,9703,E,9228,E,9014,E,9492,E,8780,E,8589,E,7850,E,8254,E,9396,E,9632,E,8619,E,9296,E,9504,E,10549,E,10549,E,10549,E,10549,E
214,'158,"China, Taiwan Province of",1309,Insecticides,5157,Agricultural Use,tonnes,3358,E,3358,E,3358,E,3358,E,3358,E,3358,E,3358,E,3303,E,3402,E,4270,E,2623,E,2821,E,3507,E,3506,E,3297,E,3177,E,2948,E,3029,E,3006,E,2756,E,2917,E,2964,E,3049,E,3291,E,2644,E,2675,E,2483,E,2830,E,2830,E,2830,E,2830,E
214,'158,"China, Taiwan Province of",1320,Herbicides,5157,Agricultural Use,tonnes,4315,E,4315,E,4315,E,4315,E,4315,E,4315,E,4315,E,4157,E,3804,E,3704,E,3738,E,3622,E,4242,E,4030,E,3870,E,3564,E,3859,E,3905,E,3006,E,3396,E,2713,E,2984,E,3301,E,3185,E,2928,E,3513,E,4179,E,4392,E,4392,E,4392,E,4392,E
214,'158,"China, Taiwan Province of",1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,2025,E,2025,E,2025,E,2025,E,2025,E,2025,E,2025,E,1675,E,1540,E,2347,E,2364,E,1774,E,2542,E,2347,E,2333,E,2254,E,1982,E,2306,E,2487,E,2210,E,1965,E,2054,E,2777,E,2789,E,2721,E,2765,E,2443,E,2917,E,2917,E,2917,E,2917,E
214,'158,"China, Taiwan Province of",1355,Other Pesticides nes,5157,Agricultural Use,tonnes,256,E,256,E,256,E,256,E,256,E,256,E,256,E,229,E,185,E,1120,E,282,E,259,E,256,E,260,E,203,E,233,E,225,E,252,E,281,E,227,E,255,E,252,E,269,E,367,E,326,E,343,E,399,E,410,E,410,E,410,E,410,E
44,'170,Colombia,1357,Pesticides (total),5157,Agricultural Use,tonnes,18058.29,E,16817,E,15305.94,E,14961.81,E,17051.34,E,20156.23,E,18131,E,16005,E,60687,E,66088,E,75843,E,85515.3,E,84023.26,E,88772.15,E,105514.19,E,117881.45,E,98328.63,E,82439.06,E,48538.97,E,51435.13,E,48618.46,E,53797,E,48727.73,E,54563.38,E,73744.34,E,33689.3,E,32392,E,37699,E,37773,E,69862,E,36711,E
44,'170,Colombia,1309,Insecticides,5157,Agricultural Use,tonnes,4006,A,3507,A,2682,A,2281,A,2569,A,4240,A,3485,I,2730,A,8420,A,12217,A,12743,A,11521.37,A,9875.16,A,11430.38,A,16181.37,A,36456.59,A,12121.74,A,11714.51,A,8198.92,A,7457.54,A,8717.6,A,12198,A,5115.8,A,9401.38,A,7688.5,A,3624,A,3210,A,4441,A,5188,A,9690,A,3703,A
44,'170,Colombia,1310,Insecticides – Chlorinated Hydrocarbons,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,334,A,407,A,408,A,336,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,1708,A,6036,A,8089,A,8809,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,423,A,1136,A,2290,A,1123,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1313,Insecticides – Pyrethroids,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,43,A,344,A,977,A,1284,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1314,Insecticides – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,8,A,11,A,12,A,13,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1315,Insecticides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,214,A,486,A,441,A,1178,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1316,Mineral Oils,5157,Agricultural Use,tonnes,456.29,E,422,E,304.94,E,199.81,E,280.34,E,298.23,E,209,I,18,A,19,A,146,A,6,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,470.96,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I
44,'170,Colombia,1320,Herbicides,5157,Agricultural Use,tonnes,6573,A,6368,A,6067,A,5719,A,7454,A,8322,A,7347,I,6372,A,23714,A,24478,A,27139,A,49493.17,A,50875.78,A,42519.43,A,44962.12,A,44968.27,A,60994.81,A,38795.5,A,28006.61,A,21543.68,A,17587.14,A,23882,A,21167.9,A,30037.56,A,24917.2,A,21074,A,20400,A,25157,A,25371,A,40353,A,29258,A
44,'170,Colombia,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,1251,A,1559,A,2363,A,3777,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1322,Herbicides – Triazines,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,825,A,350,A,305,A,874,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1323,Herbicides – Amides,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,871,A,4586,A,4588,A,3047,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1324,Herbicides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,278,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1325,Herbicides – Dinitroanilines,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,194,A,133,A,133,A,82,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1326,Herbicides – Urea derivates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,277,A,1739,A,1732,A,1600,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1328,Herbicides – Sulfonyl ureas,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,8,A,1,A,1,A,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1329,Herbicides – Bipiridils,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,502,A,575,A,600,A,1177,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1327,Herbicides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,2166,A,14771,A,14756,A,16581,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,7023,A,6520,A,6235,A,6749,A,6737,A,7280,A,7066,I,6853,A,28501,A,29159,A,35886,A,24500.76,A,23272.32,A,34822.34,A,44370.7,A,36456.59,A,25212.08,A,31929.05,A,12333.44,A,22433.91,A,22313.72,A,17717,A,22386.9,A,14587.93,A,40900.9,A,8858.3,A,8782,A,8101,A,7214,A,19819,A,3750,A
44,'170,Colombia,1332,Fung & Bact – Inorganics,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,771,A,1287,A,1306,A,1664,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1333,Fung & Bact – Dithiocarbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,5309,A,25318,A,25351,A,32070,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1334,Fung & Bact – Benzimidazoles,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,175,A,264,A,401,A,305,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1335,"Fung & Bact – Triazoles, diazoles",5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,126,A,194,A,211,A,85,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1336,"Fung & Bact – Diazines, morpholines",5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,20,A,,,36,A,36,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1337,Fung & Bact – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,452,A,1438,A,1854,A,1726,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,'170,Colombia,1352,Fungicides – Seed treatments,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,16.14,A,28,A,0,I,0,I,0,I,0,I,0,I
44,'170,Colombia,1341,Plant Growth Regulators,5157,Agricultural Use,tonnes,0,A,0,I,17,A,13,A,11,A,16,A,24,I,32,A,33,A,88,A,69,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,57.1,A,50.8,A,124.4,A,81,A,0,A,0,I,0,I,0,I,0,I
44,'170,Colombia,1345,Rodenticides,5157,Agricultural Use,tonnes,0,A,0,A,0,A,0,A,0,A,0,A,0,I,0,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0.03,A,14.75,A,97.2,A,24,A,0,A,0,I,0,I,0,I,0,I
44,'170,Colombia,1348,Rodenticides – Cyanide Generators,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,'174,Comoros,1357,Pesticides (total),5157,Agricultural Use,tonnes,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.7,E,0.67,E,0.64,E,0.61,E,0.58,E,0.55,E,0.52,E,0.49,E,0.27,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E,0.03,E
45,'174,Comoros,1309,Insecticides,5157,Agricultural Use,tonnes,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,I,0.05,A,0.05,I,0.06,I,0.06,I,0.06,I,0.07,I,0.07,A,0.05,A,0.04,A,0.01,A,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I,0.01,I
45,'174,Comoros,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,I,0.65,A,0.62,I,0.58,I,0.55,I,0.52,I,0.48,I,0.45,A,0.44,A,0.23,A,0.02,A,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I,0.02,I
46,'178,Congo,1357,Pesticides (total),5157,Agricultural Use,tonnes,27,E,30,E,35.5,E,41,E,11.2,E,12.2,E,14.2,E,13.24,E,12.27,E,11.31,E,10.34,E,9.38,E,8.41,E,7.45,E,6.48,E,5.52,E,4.55,E,3.59,E,2.62,E,1.66,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E,0.87,E
46,'178,Congo,1309,Insecticides,5157,Agricultural Use,tonnes,25,X,28,X,28,I,28,A,7,A,8,A,10,A,9.33,I,8.66,I,7.99,I,7.32,I,6.65,I,5.98,I,5.32,I,4.65,I,3.98,I,3.31,I,2.64,I,1.97,I,1.3,A,0.2,A,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I,0.2,I
46,'178,Congo,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,28,A,7,A,8,A,10,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,'178,Congo,1320,Herbicides,5157,Agricultural Use,tonnes,1,X,1,X,6.5,I,12,A,4,A,4,A,4,A,3.69,I,3.38,I,3.08,I,2.77,I,2.46,I,2.15,I,1.85,I,1.54,I,1.23,I,0.92,I,0.62,I,0.31,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I
46,'178,Congo,1327,Herbicides – Other,5157,Agricultural Use,tonnes,,,,,,,12,A,4,A,4,A,4,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,'178,Congo,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,1,X,1,I,1,I,1,A,0.2,A,0.2,A,0.2,A,0.21,I,0.22,I,0.24,I,0.25,I,0.26,I,0.27,I,0.29,I,0.3,I,0.31,I,0.32,I,0.34,I,0.35,I,0.36,A,0.67,A,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I,0.67,I
47,'184,Cook Islands,1357,Pesticides (total),5157,Agricultural Use,tonnes,1,E,1,E,1,E,1,E,0.86,E,0.71,E,0.9,E,1.63,E,1.58,E,1.5,E,1.5,E,1.9,E,2.29,E,2.69,E,2.79,E,3.04,E,3.21,E,3.23,E,3.6,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E,3.33,E
47,'184,Cook Islands,1309,Insecticides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0.09,I,0.18,A,0.2,A,0.55,A,0.53,A,0.51,A,0.51,A,0.57,I,0.64,A,0.84,A,0.84,A,1.04,A,1.04,A,1.05,A,1.06,A,1.07,A,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I,1.07,I
47,'184,Cook Islands,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,,,,,0.16,A,0.16,A,0.45,A,0.43,A,0.42,A,0.42,A,,,0.1,A,0.12,A,0.1,A,0.1,A,0.1,A,0.11,A,0.12,A,0.13,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,0.01,A,0.02,A,0.03,A,0.03,A,0.03,A,0.03,A,,,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1313,Insecticides – Pyrethroids,5157,Agricultural Use,tonnes,,,,,,,,,,,,,0,A,0.02,A,0.02,A,0.01,A,0.01,A,,,0.01,A,0.01,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1314,Insecticides – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,,,,,,,0,A,0.02,A,0.02,A,0.02,A,0.02,A,,,0.01,A,0.01,A,0.01,A,0.01,A,0.01,A,0.01,A,0.01,A,0.01,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1315,Insecticides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,0.01,A,0.02,A,0.03,A,0.03,A,0.03,A,0.03,A,,,0.5,A,0.68,A,0.69,A,0.89,A,0.89,A,0.89,A,0.89,A,0.89,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1316,Mineral Oils,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0.2,A,0.2,A,0.2,A,0.2,A,0.25,I,0.3,A,0.5,A,0.5,A,0.5,A,0.5,A,0.5,A,0.5,A,0.5,A,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I,0.5,I
47,'184,Cook Islands,1320,Herbicides,5157,Agricultural Use,tonnes,1,A,1,A,1,A,1,A,0.68,I,0.36,A,0.47,A,0.73,A,0.7,A,0.66,A,0.66,A,0.94,I,1.22,A,1.22,A,1.32,A,1.36,A,1.5,A,1.5,A,1.86,A,1.58,A,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I,1.58,I
47,'184,Cook Islands,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,,,,,,,,,0,A,0.01,A,0.01,A,0.01,A,0.01,A,0.01,A,,,,,,,,,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1323,Herbicides – Amides,5157,Agricultural Use,tonnes,,,,,,,,,,,,,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1325,Herbicides – Dinitroanilines,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,0.01,A,0.01,A,0.01,A,0.01,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1326,Herbicides – Urea derivates,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,0.01,A,0.01,A,0.01,A,0.01,A,,,0.12,A,0.12,A,0.12,A,0.14,A,0.16,A,0.16,A,0.16,A,0.16,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1329,Herbicides – Bipiridils,5157,Agricultural Use,tonnes,,,,,,,,,,,0.21,A,0.25,A,0.28,A,0.27,A,0.25,A,0.25,A,,,0.5,A,0.5,A,0.5,A,0.5,A,0.6,A,0.6,A,0.6,A,0.6,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1327,Herbicides – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,0.15,A,0.19,A,0.4,A,0.38,A,0.36,A,0.36,A,,,0.6,A,0.6,A,0.7,A,0.7,A,0.72,A,0.72,A,1.08,A,0.8,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1331,Fungicides and Bactericides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0.08,I,0.16,A,0.21,A,0.13,A,0.13,A,0.11,A,0.11,A,0.12,I,0.13,A,0.13,A,0.13,A,0.14,A,0.17,A,0.18,A,0.18,A,0.18,A,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I,0.18,I
47,'184,Cook Islands,1332,Fung & Bact – Inorganics,5157,Agricultural Use,tonnes,,,,,,,,,,,0.09,A,0.11,A,0.08,A,0.08,A,0.07,A,0.07,A,,,0.03,A,0.03,A,0.03,A,0.03,A,0.03,A,0.04,A,0.04,A,0.04,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1333,Fung & Bact – Dithiocarbamates,5157,Agricultural Use,tonnes,,,,,,,,,,,0.04,A,0.05,A,0.04,A,0.04,A,0.03,A,0.03,A,,,0.07,A,0.07,A,0.07,A,0.07,A,0.07,A,0.07,A,0.07,A,0.07,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1334,Fung & Bact – Benzimidazoles,5157,Agricultural Use,tonnes,,,,,,,,,,,,,,,0.01,A,0.01,A,0.01,A,0.01,A,,,,,,,,,,,0.03,A,0.03,A,0.03,A,0.03,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1337,Fung & Bact – Other,5157,Agricultural Use,tonnes,,,,,,,,,,,0.03,A,0.05,A,0,A,0,A,0,A,0,A,,,0.03,A,0.03,A,0.03,A,0.04,A,0.04,A,0.04,A,0.04,A,0.04,A,,,,,,,,,,,,,,,,,,,,,,
47,'184,Cook Islands,1345,Rodenticides,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0.01,I,0.01,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,0.01,I,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I
47,'184,Cook Islands,1346,Rodenticides – Anti-coagulants,5157,Agricultural Use,tonnes,,,,,,,,,,,0.01,A,0.02,A,0.02,A,0.02,A,0.02,A,0.02,A,,,0,A,0,A,0,A,0,A,0,A,0,A,0,A,0,A,,,,,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1357,Pesticides (total),5157,Agricultural Use,tonnes,1447.15,E,1447.15,E,1447.15,E,1447.15,E,1475.13,E,1503.12,E,2747.79,E,4104.66,E,7898,E,17029,E,14283,E,10704,E,11982.37,E,11334.74,E,11524.1,E,11309.47,E,11198.84,E,12746.56,E,13317,E,12306.67,E,14241.84,E,12811.25,E,12575.54,E,12339.82,E,12104.11,E,11868.4,E,11632.69,E,11396.97,E,10284.52,E,11866.02,E,14113.7,E
48,'188,Costa Rica,1309,Insecticides,5157,Agricultural Use,tonnes,686.97,I,686.97,I,686.97,I,686.97,E,470.45,I,253.93,E,831.75,E,1067.62,E,1470,A,1950,I,2359,A,1468,A,1855,I,1700,I,1570,I,1850,I,1858,I,2120.9,A,2097.2,A,1687.9,A,2148.52,A,2101.16,A,2000.43,I,1899.71,I,1798.98,I,1698.25,I,1597.53,I,1496.8,A,1150.32,A,1529.56,A,1819.29,X
48,'188,Costa Rica,1310,Insecticides – Chlorinated Hydrocarbons,5157,Agricultural Use,tonnes,,,,,,,43,I,,,0.03,I,1626,I,108,I,25,A,415,I,805,A,37,A,,,,,,,,,,,42.7,A,51.2,A,17.3,A,,,,,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1311,Insecticides – Organo-phosphates,5157,Agricultural Use,tonnes,,,,,,,1503,I,,,771,I,1701,I,4064,I,1009,A,1178,I,1279,A,1127,A,,,,,,,,,,,1507.7,A,1403.9,A,1223.2,A,1308.8,A,1323.17,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1312,Insecticides – Carbamates,5157,Agricultural Use,tonnes,,,,,,,824,I,,,621,I,111,I,859,I,206,A,212,I,216,A,236,A,,,,,,,,,,,288.7,A,408.5,A,271.4,A,307.34,A,340.08,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1313,Insecticides – Pyrethroids,5157,Agricultural Use,tonnes,,,,,,,7,I,,,15,I,8,I,771,I,202,A,116,I,29,A,25,A,,,,,,,,,,,49.1,A,40.2,A,56.9,A,66.14,A,90.2,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1314,Insecticides – Botanical products and biologicals,5157,Agricultural Use,tonnes,,,,,,,28,I,,,36,I,1,I,41,I,,,5,I,10,A,2,A,,,,,,,,,,,1,A,0.1,A,0.5,A,12.46,A,0.78,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1315,Insecticides – Other,5157,Agricultural Use,tonnes,,,,,,,1856,I,,,132,I,1712,I,779,I,28,A,24,I,20,A,41,A,,,,,,,,,,,231.7,A,193.3,A,118.6,A,453.78,A,346.93,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1316,Mineral Oils,5157,Agricultural Use,tonnes,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,5791,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I,0,I
48,'188,Costa Rica,1320,Herbicides,5157,Agricultural Use,tonnes,365.16,I,365.16,I,365.16,I,365.16,E,649.4,I,933.64,E,1715.98,E,337.96,E,1732,A,4697,I,7656,A,2980,A,2575,I,2429,I,2700,I,2800,I,2860,I,3926.5,A,4352.1,A,3360.2,A,4416.25,A,4579.43,A,4288.52,I,3997.6,I,3706.69,I,3415.77,I,3124.86,I,2833.95,A,1702.46,A,890.73,A,1059.45,X
48,'188,Costa Rica,1321,Herbicides – Phenoxy hormone products,5157,Agricultural Use,tonnes,,,,,,,390,I,,,382,I,331,I,318,I,478,A,525,I,572,A,888,A,,,,,,,,,,,1102.2,A,1243.6,A,841.5,A,1122.08,A,1122.76,A,,,,,,,,,,,,,,,,,,
48,'188,Costa Rica,1322,Herbicides – Triazines,5157,Agricultural Use,tonnes,,,,,,,10,I,,,30,I,66,I,14,I,112,A,245,I,377,A,213,A,,,,,,,,,,,303.1,A,423.6,A,266.2,A,317.55,A,366.58,A,,,,,,,,,,,,,,,,,,
